Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,42,Business travel,Eco,488,2,4,4,4,2,2,2,2,4,3,4,1,3,2,124,122.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,628,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,763,4,4,4,4,2,2,3,5,5,5,5,1,5,5,0,3.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,341,2,3,3,3,2,2,2,2,3,3,3,1,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,342,1,1,1,1,2,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,51,Business travel,Business,1778,1,1,4,1,5,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,23,Personal Travel,Eco,456,3,3,3,3,5,3,5,5,2,1,5,3,1,5,0,8.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,696,5,1,1,1,1,1,1,5,5,5,5,4,5,3,4,0.0,satisfied
Male,Loyal Customer,25,Business travel,Business,2814,5,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,954,1,1,5,1,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Eco,752,2,2,2,4,5,2,5,5,5,1,5,5,2,5,113,106.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,387,4,4,2,4,4,4,4,4,1,2,5,4,5,4,8,0.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,1303,2,5,2,3,3,2,3,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Eco,236,3,2,4,2,3,3,3,3,3,4,4,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,306,2,5,2,3,4,2,4,4,4,4,4,4,5,4,0,11.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Business,2475,4,4,4,1,4,1,1,5,3,5,4,1,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,628,4,5,4,2,2,4,2,2,2,1,2,1,2,2,0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Business,588,4,4,4,5,5,4,5,5,4,1,3,5,5,5,0,2.0,satisfied
Male,Loyal Customer,52,Business travel,Eco,401,2,1,1,1,2,2,2,2,2,1,3,4,3,2,26,12.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,489,3,2,3,3,1,3,1,1,2,5,3,2,3,1,51,49.0,neutral or dissatisfied
Female,Loyal Customer,37,Personal Travel,Eco,566,2,3,2,3,4,2,5,4,4,3,3,4,4,4,0,6.0,neutral or dissatisfied
Male,Loyal Customer,18,Personal Travel,Business,308,3,5,3,2,1,3,1,1,4,2,4,5,5,1,14,8.0,neutral or dissatisfied
Female,Loyal Customer,34,Personal Travel,Eco,624,2,2,2,3,5,2,5,5,4,2,3,2,3,5,0,2.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,1744,5,5,5,5,4,4,4,4,4,2,4,5,5,4,0,0.0,satisfied
Male,Loyal Customer,40,Personal Travel,Eco,190,1,5,1,2,3,1,3,3,3,2,5,3,5,3,0,3.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,3203,3,2,2,2,1,3,4,3,3,2,3,1,3,2,0,39.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Eco,787,1,2,4,2,5,3,3,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,452,2,4,4,4,5,4,4,2,2,2,2,2,2,1,21,21.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,190,3,3,3,4,4,3,4,4,3,5,3,4,3,4,20,15.0,neutral or dissatisfied
Male,Loyal Customer,33,Personal Travel,Eco,134,2,5,2,4,4,2,4,4,3,3,5,4,4,4,12,21.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Eco,721,2,4,4,4,2,3,2,2,5,1,5,4,5,2,0,11.0,satisfied
Female,Loyal Customer,42,Business travel,Business,1567,1,4,4,4,3,3,4,1,1,2,1,4,1,4,6,6.0,neutral or dissatisfied
Male,disloyal Customer,43,Business travel,Eco,1618,3,3,3,3,2,3,4,2,4,4,4,2,3,2,6,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,3849,4,4,4,4,3,4,4,4,4,4,4,3,4,4,10,0.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,679,2,1,2,2,1,2,1,1,3,3,1,4,1,1,0,9.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,602,3,3,4,3,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Eco,919,3,5,3,4,2,5,5,5,5,3,5,3,5,4,72,55.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco Plus,372,2,2,2,4,5,2,5,5,4,1,4,2,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,983,2,2,2,4,3,2,3,3,3,3,4,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,3458,2,5,5,5,2,3,2,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,2395,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Eco,261,1,4,4,4,1,1,1,1,3,4,4,4,4,1,5,15.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,3024,1,1,1,1,5,5,5,5,5,3,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,17,Business travel,Eco Plus,794,1,3,3,3,1,1,2,1,1,1,3,3,3,1,30,33.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,502,2,5,3,1,3,2,2,1,4,3,5,2,3,2,158,160.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,1502,2,2,2,2,4,4,4,4,4,1,5,1,5,4,1,0.0,satisfied
Male,Loyal Customer,36,Business travel,Eco,421,3,3,3,3,3,3,3,3,3,1,3,3,3,3,11,23.0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Eco,867,4,5,5,5,4,5,4,4,5,5,2,3,3,4,0,3.0,satisfied
Male,disloyal Customer,25,Business travel,Eco,1144,3,3,3,1,3,3,3,3,5,2,4,5,5,3,3,0.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Eco,806,3,3,3,3,1,3,1,1,3,5,4,4,3,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,55,Business travel,Business,280,5,2,2,1,4,5,4,4,4,2,4,3,3,4,0,0.0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,403,2,3,2,2,1,2,1,1,5,2,1,2,5,1,0,4.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,1892,2,2,2,3,4,2,4,4,4,2,2,1,3,4,1,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Eco,603,1,1,1,1,4,3,3,1,1,1,1,2,1,1,22,23.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Business,192,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,0.0,satisfied
Male,Loyal Customer,28,Business travel,Business,1877,2,2,2,2,5,4,5,5,3,5,4,3,5,5,11,3.0,satisfied
Female,Loyal Customer,41,Business travel,Eco,125,2,1,1,1,2,2,2,2,4,4,3,5,2,2,0,0.0,satisfied
Male,Loyal Customer,19,Business travel,Business,1522,2,2,2,2,4,4,4,4,3,3,5,4,4,4,8,0.0,satisfied
Male,Loyal Customer,23,Personal Travel,Eco,455,4,4,2,2,5,2,5,5,4,2,4,4,4,5,1,11.0,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Eco,875,3,3,3,4,5,3,5,5,4,4,3,3,3,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Business,1598,4,4,5,3,3,5,3,3,5,2,3,3,4,3,0,13.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,1069,3,5,3,3,4,3,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,749,5,5,5,1,1,5,1,1,5,5,4,4,5,1,0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,1400,4,4,4,4,5,3,2,4,4,5,4,3,4,2,0,0.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2688,2,4,4,4,1,4,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2874,1,1,1,1,3,5,4,4,4,4,4,4,4,5,8,13.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,649,1,5,2,2,4,2,4,4,2,5,4,4,1,4,0,5.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,3652,3,3,3,3,3,4,4,2,2,2,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,18,Personal Travel,Eco,731,4,4,4,4,1,4,1,1,1,3,4,1,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,3877,2,2,4,2,5,5,5,5,5,5,5,4,5,5,5,3.0,satisfied
Female,Loyal Customer,32,Business travel,Business,1546,4,4,4,4,4,4,4,4,3,5,4,3,5,4,39,55.0,satisfied
Male,Loyal Customer,37,Business travel,Business,1680,2,2,2,2,3,1,3,4,4,4,5,4,4,2,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,1546,4,2,4,4,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
Male,Loyal Customer,48,Business travel,Business,562,1,0,0,3,3,3,4,5,5,0,5,4,5,3,5,15.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco Plus,337,4,5,4,4,5,4,5,5,3,5,4,4,5,5,26,19.0,neutral or dissatisfied
Female,Loyal Customer,34,Personal Travel,Business,946,2,4,2,3,1,3,4,4,4,2,4,4,4,4,13,4.0,neutral or dissatisfied
Female,Loyal Customer,57,Personal Travel,Eco,986,1,5,1,3,3,5,5,5,5,1,5,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Eco,1142,1,4,0,1,2,5,4,5,5,0,5,4,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,2402,2,2,2,2,2,3,3,2,2,2,2,4,2,4,102,56.0,neutral or dissatisfied
Male,Loyal Customer,39,Personal Travel,Business,972,1,5,1,3,4,5,5,3,3,1,3,4,3,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Eco,689,2,2,2,4,3,2,3,3,1,1,3,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,1773,1,1,1,1,4,4,4,5,5,5,5,4,5,4,3,0.0,satisfied
Female,Loyal Customer,37,Business travel,Eco,1076,1,4,4,4,1,1,1,2,1,4,4,1,4,1,237,244.0,neutral or dissatisfied
Female,Loyal Customer,62,Personal Travel,Eco,1020,4,2,5,3,3,1,2,5,5,5,5,4,5,1,4,0.0,satisfied
Male,Loyal Customer,62,Personal Travel,Eco,250,2,4,2,3,3,2,3,3,2,5,4,1,3,3,8,8.0,neutral or dissatisfied
Female,Loyal Customer,70,Business travel,Business,2747,4,2,2,2,2,3,2,4,4,4,4,1,4,2,19,26.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,481,3,3,3,4,1,3,3,1,1,3,3,2,2,1,71,62.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,1671,2,2,2,2,2,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
Male,disloyal Customer,29,Business travel,Business,1235,2,2,2,4,4,2,4,4,1,5,3,2,3,4,0,3.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco Plus,410,1,2,1,3,5,3,4,4,4,1,4,1,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,419,2,2,2,2,3,5,5,5,5,5,5,3,5,4,50,41.0,satisfied
Male,Loyal Customer,34,Business travel,Business,1938,4,4,4,4,4,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
Female,disloyal Customer,54,Business travel,Business,190,3,3,3,1,3,3,4,3,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,484,1,0,1,1,1,3,1,2,2,1,2,4,2,3,15,3.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Eco,360,5,1,1,1,4,5,4,4,4,3,1,5,5,4,0,0.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Business,1440,5,0,5,4,4,0,3,4,4,5,4,3,5,4,0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco Plus,757,2,4,2,2,4,2,4,4,5,2,4,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2338,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,47,Business travel,Business,157,3,4,3,3,4,2,2,2,2,3,3,2,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco,273,2,2,2,3,5,3,3,4,4,2,4,4,4,1,33,73.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,1774,2,2,2,2,3,1,4,5,5,5,5,3,5,5,0,0.0,satisfied
Male,disloyal Customer,44,Business travel,Business,363,1,1,1,4,4,1,4,4,3,4,4,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Personal Travel,Eco,1744,3,0,3,2,5,3,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,224,4,4,4,4,5,4,4,5,5,5,5,4,5,3,0,3.0,satisfied
Male,Loyal Customer,25,Business travel,Business,1947,3,4,5,5,3,2,3,3,3,3,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,3574,3,3,3,3,5,5,4,4,4,4,5,3,4,3,0,0.0,satisfied
Female,Loyal Customer,16,Personal Travel,Business,1189,0,5,0,3,5,0,5,5,4,3,5,5,4,5,0,0.0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco,1107,3,4,3,5,5,3,5,5,5,5,4,3,5,5,57,56.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,1041,3,4,3,2,3,2,2,4,3,5,5,2,4,2,158,156.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,585,1,4,1,4,1,2,2,5,2,4,5,2,4,2,236,230.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,596,3,2,2,3,2,3,3,2,2,4,4,3,1,3,136,117.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2644,2,5,5,5,2,4,3,2,2,2,2,3,2,3,9,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,2402,3,2,3,3,3,3,5,1,4,4,3,5,4,5,1,17.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,787,2,5,5,5,2,2,2,2,2,1,4,3,3,2,19,10.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,1576,1,5,1,2,1,1,1,1,3,4,5,3,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,446,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,692,2,2,2,3,2,2,2,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,11,Personal Travel,Eco Plus,594,2,2,3,4,5,3,5,5,4,1,4,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco Plus,328,2,1,2,1,5,2,5,5,4,4,1,2,2,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,78,3,3,3,4,5,3,5,5,4,4,3,2,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco Plus,1723,5,4,5,3,4,5,4,4,3,5,4,5,4,4,4,0.0,satisfied
Male,Loyal Customer,53,Personal Travel,Eco,475,3,5,3,5,3,4,4,1,1,2,2,4,2,4,152,169.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,414,4,4,4,4,2,4,4,4,4,4,4,5,4,3,13,6.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,414,1,1,1,3,4,1,4,4,1,1,4,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Eco Plus,679,4,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0.0,satisfied
Female,Loyal Customer,16,Personal Travel,Eco,679,4,4,4,2,4,4,1,4,4,4,5,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,920,2,4,2,4,5,2,5,5,3,1,4,3,3,5,18,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,1999,1,3,3,3,1,1,1,1,1,4,3,1,2,1,0,15.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,175,3,0,3,2,2,3,2,2,3,3,3,4,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Personal Travel,Eco,762,4,3,4,3,5,4,5,5,4,4,3,3,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,337,3,5,3,1,2,3,2,2,5,3,5,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco,1069,3,4,4,4,3,3,3,3,2,4,3,1,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,44,Business travel,Business,239,2,2,2,4,3,2,3,3,5,5,4,3,4,3,1,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,366,3,4,3,4,4,3,4,4,5,2,3,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,67,4,2,2,2,5,4,3,3,3,3,4,3,3,3,9,6.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Eco,594,3,0,3,3,3,3,3,3,3,4,4,5,5,3,4,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Eco Plus,2640,1,2,2,2,1,1,1,3,5,4,4,1,3,1,0,6.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,937,2,4,2,4,5,2,1,5,3,2,5,2,4,5,50,49.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,760,2,5,2,1,5,2,5,5,5,3,5,3,4,5,27,11.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,3931,4,4,4,4,4,3,2,5,5,4,5,1,5,3,0,0.0,satisfied
Female,disloyal Customer,42,Business travel,Business,861,5,4,4,5,5,5,5,5,5,5,5,5,3,5,158,0.0,satisfied
Male,Loyal Customer,31,Personal Travel,Eco,552,3,0,3,1,3,3,3,3,5,2,5,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,2845,2,5,5,5,1,3,3,2,2,2,2,3,2,4,0,39.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,920,3,3,3,3,5,4,4,5,5,5,5,5,5,3,36,21.0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,1744,2,5,2,1,4,2,4,4,4,2,5,5,4,4,2,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,937,5,5,5,5,3,4,4,4,4,5,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2565,2,3,2,2,2,4,5,4,4,4,4,3,4,3,5,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,295,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco,751,1,2,2,2,1,1,1,1,2,5,4,1,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,1204,3,4,4,4,5,4,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,589,2,0,2,3,3,2,3,3,1,2,1,2,3,3,20,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1069,5,2,5,5,4,4,5,5,5,5,5,3,5,5,34,24.0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,697,2,5,2,1,1,2,1,1,5,3,5,5,4,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,216,1,5,0,1,5,0,5,5,1,5,5,4,1,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Business,1892,3,3,3,4,3,3,1,3,4,2,4,3,5,3,0,1.0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Eco Plus,594,2,3,3,3,2,2,2,2,2,3,3,1,3,2,15,7.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,581,5,4,5,2,1,5,1,1,4,4,4,3,5,1,0,0.0,satisfied
Female,disloyal Customer,26,Business travel,Eco,874,1,1,1,3,5,1,1,5,3,1,4,2,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco Plus,337,2,5,2,1,3,2,3,3,3,4,5,4,4,3,6,14.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,1956,1,3,3,3,1,4,3,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,1039,1,1,1,1,2,3,5,5,5,5,5,2,5,1,30,33.0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco,936,3,4,3,4,2,3,2,2,3,1,3,2,4,2,12,14.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,441,5,5,5,3,2,5,2,2,3,2,1,1,4,2,2,1.0,satisfied
Male,disloyal Customer,35,Business travel,Business,859,2,2,2,2,4,2,5,4,3,4,4,4,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,22,Business travel,Business,1189,5,5,5,5,5,5,5,5,3,2,3,5,2,5,3,0.0,satisfied
Female,Loyal Customer,44,Business travel,Business,3728,4,4,4,4,1,4,2,3,3,4,3,4,3,5,0,0.0,satisfied
Male,Loyal Customer,48,Business travel,Eco,1107,4,5,5,5,4,4,4,4,3,5,4,1,2,4,0,0.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,669,2,3,2,3,2,2,2,2,4,1,3,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,589,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,25,Business travel,Business,1363,1,5,3,5,1,1,1,1,3,4,3,2,4,1,39,44.0,neutral or dissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,337,0,5,0,1,5,0,5,5,5,2,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,952,4,4,4,4,4,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,594,2,4,2,3,5,4,2,5,5,2,4,4,5,2,5,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,861,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco,2454,3,3,3,1,3,3,3,3,1,1,1,2,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,604,3,4,3,2,3,3,3,3,4,5,5,4,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,563,4,5,4,1,4,4,4,4,2,4,5,3,4,4,5,0.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Eco,895,4,4,4,1,2,4,2,2,5,2,5,5,5,2,0,0.0,satisfied
Male,Loyal Customer,35,Business travel,Business,2586,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,5.0,satisfied
Male,disloyal Customer,38,Business travel,Eco Plus,370,3,3,3,4,2,3,2,2,3,5,2,4,1,2,0,2.0,neutral or dissatisfied
Male,Loyal Customer,38,Personal Travel,Eco Plus,990,3,4,4,3,2,4,3,2,4,5,5,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,581,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,621,2,2,2,2,2,4,4,2,2,2,2,4,2,4,54,47.0,satisfied
Male,Loyal Customer,52,Business travel,Business,1944,1,2,2,2,1,3,3,1,1,1,1,4,1,3,7,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,216,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
Male,Loyal Customer,62,Business travel,Eco,429,2,1,1,1,2,2,2,2,2,2,3,1,4,2,88,74.0,neutral or dissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,414,1,2,1,4,1,4,4,3,4,4,4,4,1,4,178,165.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,606,5,5,5,5,2,4,5,5,5,4,5,3,5,4,26,23.0,satisfied
Male,Loyal Customer,27,Business travel,Business,2783,2,5,5,5,2,2,2,2,2,3,3,2,3,2,0,7.0,neutral or dissatisfied
Male,disloyal Customer,19,Business travel,Eco,1096,3,3,3,4,3,3,3,3,4,2,3,2,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3106,2,2,2,2,2,4,3,2,2,3,2,4,2,3,106,125.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco,612,2,5,2,5,5,2,5,5,4,2,5,5,5,5,4,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Eco,852,3,2,2,2,3,3,3,3,3,3,1,4,4,3,18,18.0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,190,2,5,2,1,3,4,2,1,1,2,1,4,1,2,66,67.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,2489,4,4,4,4,2,5,5,5,5,5,5,4,5,4,11,1.0,satisfied
Male,Loyal Customer,56,Business travel,Business,645,1,0,0,3,2,4,4,4,4,0,4,4,4,3,66,50.0,neutral or dissatisfied
Male,Loyal Customer,14,Personal Travel,Eco,181,1,5,0,2,2,0,3,2,5,2,5,4,4,2,14,12.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,3969,4,4,4,4,5,4,4,5,5,5,5,4,5,3,6,0.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,1299,3,5,3,2,5,3,5,5,4,3,3,5,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,731,5,3,5,5,2,5,5,4,4,4,4,3,4,4,2,1.0,satisfied
Male,Loyal Customer,58,Business travel,Eco,541,5,4,4,4,5,5,5,5,5,5,2,5,5,5,3,0.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,990,2,5,2,5,5,2,5,5,3,3,5,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco Plus,1084,4,4,4,3,5,4,5,5,3,3,4,3,5,5,0,0.0,neutral or dissatisfied
